URL,traffic,avg_position,keywords
https://www.designrush.com/agency/accounting/north-carolina,2.0,1.0,1
https://www.designrush.com/agency/digital-marketing/texas/houston,2.0,12.0,1
https://www.designrush.com/agency/digital-marketing/massachusetts,2.0,2.0,1
https://www.designrush.com/agency/cybersecurity/virginia/arlington,2.0,3.0,1
https://www.designrush.com/agency/call-centers/ohio,2.0,2.0,1
https://www.designrush.com/agency/cybersecurity/washington/seattle,2.0,4.0,1
https://www.designrush.com/agency/ad-agencies/new-york/new-york-city,2.0,31.0,1
https://www.designrush.com/agency/conversion-optimization/washington,2.0,3.0,1
https://www.designrush.com/agency/audio-production/florida,2.0,6.0,1
https://www.designrush.com/agency/ad-agencies/pennsylvania/philadelphia,2.0,14.0,1
https://www.designrush.com/agency/paid-media-pay-per-click/wisconsin/milwaukee,2.0,7.0,1
https://www.designrush.com/agency/digital-marketing/georgia,2.0,3.0,1
https://www.designrush.com/agency/ad-agencies/maine,2.0,5.0,1
https://www.designrush.com/agency/paid-media-pay-per-click/missouri/kansas-city,2.0,3.0,1
https://www.designrush.com/agency/package-design/texas/houston,2.0,4.0,1
https://www.designrush.com/agency/digital-marketing/tennessee/memphis,2.0,2.0,1
https://www.designrush.com/agency/digital-agencies/california,2.0,2.0,1
https://www.designrush.com/agency/conversion-optimization/washington-dc/washington-dcc,2.0,1.0,1
https://www.designrush.com/agency/graphic-design/illinois,2.0,8.0,1
https://www.designrush.com/agency/graphic-design/california,2.0,1.0,1
https://www.designrush.com/agency/ad-agencies/indiana/indianapolis,2.0,16.0,1
https://www.designrush.com/agency/paid-media-pay-per-click/florida/clearwater,2.0,3.0,1
https://www.designrush.com/agency/accounting/wisconsin/madison,2.0,8.0,1
https://www.designrush.com/agency/paid-media-pay-per-click/new-jersey,2.0,2.0,1
https://www.designrush.com/agency/digital-marketing/california/los-angeles,2.0,12.0,1
https://www.designrush.com/agency/digital-marketing/alaska,2.0,6.0,1
https://www.designrush.com/agency/digital-marketing/wisconsin/milwaukee,2.0,9.0,1
https://www.designrush.com/agency/ad-agencies/colorado,2.0,11.0,1
https://www.designrush.com/agency/paid-media-pay-per-click/virginia/arlington,2.0,4.0,1
https://www.designrush.com/agency/digital-marketing/maryland/rockville,2.0,8.0,1
https://www.designrush.com/agency/paid-media-pay-per-click/nebraska/lincoln,2.0,5.0,1
https://www.designrush.com/agency/translation-services/california/san-diego,2.0,8.0,1
https://www.designrush.com/agency/accounting/pennsylvania/pittsburgh,2.0,10.0,1
https://www.designrush.com/agency/paid-media-pay-per-click/ohio/cleveland,2.0,9.0,1
https://www.designrush.com/agency/graphic-design/michigan,2.0,2.0,1
https://www.designrush.com/agency/graphic-design/new-jersey,2.0,1.0,1
https://www.designrush.com/agency/design-agencies/florida/miami,2.0,4.0,1
https://www.designrush.com/agency/conversion-optimization/colorado/colorado-springs,2.0,4.0,1
